
year,state,locationdesc,measure,value,ci_lower,ci_upper,sample_size
2011,UW,All States and DC (median) **,smoking,21.2,,,51
2011,VA,Virginia,smoking,20.9,19.4,22.5,1138
2011,VT,Vermont,smoking,19.1,17.7,20.5,996
2011,WA,Washington,smoking,17.5,16.4,18.6,1996
2011,WI,Wisconsin,smoking,20.9,19.1,22.7,942
2011,WV,West Virginia,smoking,28.6,27.0,30.2,1256
2011,WY,Wyoming,smoking,23.0,21.5,24.6,1249
2012,AK,Alaska,smoking,20.5,18.8,22.3,842
2012,AL,Alabama,smoking,23.8,22.3,25.2,1643
2012,AR,Arkansas,smoking,25.0,23.3,26.8,1017
2012,AZ,Arizona,smoking,17.1,15.6,18.5,1091
2012,CA,California,smoking,12.6,11.8,13.4,1632
2012,CO,Colorado,smoking,17.7,16.8,18.7,1737
2012,CT,Connecticut,smoking,16.0,14.8,17.2,1183
2012,DC,District of Columbia,smoking,19.6,17.4,21.9,508
2012,DE,Delaware,smoking,19.7,18.2,21.3,855
2012,FL,Florida,smoking,17.7,16.3,19.1,1123
2012,GA,Georgia,smoking,20.4,18.8,21.9,970
2012,GU,Guam,smoking,25.8,23.1,28.5,460
2012,HI,Hawaii,smoking,14.6,13.3,15.8,1057
2012,IA,Iowa,smoking,18.1,16.9,19.3,1058
2012,ID,Idaho,smoking,16.4,14.6,18.3,793
2012,IL,Illinois,smoking,18.6,16.9,20.2,796
2012,IN,Indiana,smoking,24.0,22.8,25.2,1761
2012,KS,Kansas,smoking,19.4,18.4,20.4,1843
2012,KY,Kentucky,smoking,28.3,26.9,29.7,2551
2012,LA,Louisiana,smoking,24.8,23.2,26.3,1706
2012,MA,Massachusetts,smoking,16.4,15.5,17.2,3203
2012,MD,Maryland,smoking,16.2,15.0,17.4,1704
2012,ME,Maine,smoking,20.3,19.2,21.4,1602
2012,MI,Michigan,smoking,23.3,22.1,24.6,1835
2012,MN,Minnesota,smoking,18.8,17.8,19.8,1923
2012,MO,Missouri,smoking,23.9,22.3,25.5,1352
2012,MS,Mississippi,smoking,24.0,22.5,25.4,1422
2012,MT,Montana,smoking,19.7,18.5,20.9,1520
2012,NC,North Carolina,smoking,20.9,19.9,21.9,2154
2012,ND,North Dakota,smoking,21.2,19.6,22.9,798
2012,NE,Nebraska,smoking,19.7,18.9,20.6,3031
2012,NH,New Hampshire,smoking,17.2,15.8,18.6,1007
2012,NJ,New Jersey,smoking,17.3,16.4,18.3,2285
2012,NM,New Mexico,smoking,19.3,18.2,20.4,1466
2012,NV,Nevada,smoking,18.1,16.5,19.7,851
2012,NY,New York,smoking,16.2,14.8,17.6,880
2012,OH,Ohio,smoking,23.3,22.2,24.4,2474
2012,OK,Oklahoma,smoking,23.3,22.0,24.5,1636
2012,OR,Oregon,smoking,17.9,16.4,19.4,721
2012,PA,Pennsylvania,smoking,21.4,20.4,22.3,3610
2012,PR,Puerto Rico,smoking,12.6,11.6,13.7,618
2012,RI,Rhode Island,smoking,17.4,16.0,18.9,828
2012,SC,South Carolina,smoking,22.5,21.4,23.7,2172
2012,SD,South Dakota,smoking,22.0,20.5,23.4,1444
2012,TN,Tennessee,smoking,24.9,23.3,26.4,1481
2012,TX,Texas,smoking,18.2,17.0,19.3,1328
2012,US,"All States, DC and Territories (median) **",smoking,19.6,,,53
2012,UT,Utah,smoking,10.6,9.8,11.3,1050
2012,UW,All States and DC (median) **,smoking,19.6,,,51
2012,VA,Virginia,smoking,19.0,17.7,20.3,1095
2012,VT,Vermont,smoking,16.5,15.1,17.8,798
2012,WA,Washington,smoking,17.2,16.3,18.1,2040
2012,WI,Wisconsin,smoking,20.4,18.7,22.1,912
2012,WV,West Virginia,smoking,28.2,26.7,29.7,1287
2012,WY,Wyoming,smoking,21.8,19.9,23.7,947
2013,AK,Alaska,smoking,22.6,20.8,24.4,923
2013,AL,Alabama,smoking,21.5,19.9,23.0,1102
2013,AR,Arkansas,smoking,25.9,24.1,27.8,1005
2013,AZ,Arizona,smoking,16.3,14.3,18.3,622
2013,CA,California,smoking,12.5,11.7,13.4,1223
2013,CO,Colorado,smoking,17.7,16.7,18.6,1831
2013,CT,Connecticut,smoking,15.5,14.3,16.7,1058
2013,DC,District of Columbia,smoking,18.8,16.8,20.8,631
2013,DE,Delaware,smoking,19.6,17.9,21.2,842
2013,FL,Florida,smoking,16.8,15.9,17.7,5384
2013,GA,Georgia,smoking,18.8,17.6,20.1,1180
2013,GU,Guam,smoking,26.5,23.8,29.2,434
2013,HI,Hawaii,smoking,13.3,12.2,14.5,981
2013,IA,Iowa,smoking,19.5,18.3,20.8,1226
2013,ID,Idaho,smoking,17.2,15.6,18.7,791
2013,IL,Illinois,smoking,18.0,16.5,19.5,839
2013,IN,Indiana,smoking,21.9,20.8,23.1,1870
2013,KS,Kansas,smoking,20.0,19.3,20.7,3865
2013,KY,Kentucky,smoking,26.5,25.1,27.8,2382
2013,LA,Louisiana,smoking,23.5,21.5,25.6,894
2013,MA,Massachusetts,smoking,16.6,15.6,17.7,2182
2013,MD,Maryland,smoking,16.4,15.3,17.5,1681
2013,ME,Maine,smoking,20.2,18.9,21.5,1255
2013,MI,Michigan,smoking,21.4,20.3,22.5,2153
2013,MN,Minnesota,smoking,18.0,16.8,19.2,2002
2013,MO,Missouri,smoking,22.1,20.6,23.6,1383
2013,MS,Mississippi,smoking,24.8,23.3,26.4,1355
2013,MT,Montana,smoking,19.0,17.9,20.1,1675
2013,NC,North Carolina,smoking,20.3,19.1,21.4,1543
2013,ND,North Dakota,smoking,21.2,19.8,22.6,1336
2013,NE,Nebraska,smoking,18.5,17.4,19.5,2553
2013,NH,New Hampshire,smoking,16.2,15.0,17.5,847
2013,NJ,New Jersey,smoking,15.7,14.7,16.6,1918
2013,NM,New Mexico,smoking,19.1,17.9,20.3,1543
2013,NV,Nevada,smoking,19.4,17.3,21.4,888
2013,NY,New York,smoking,16.6,15.5,17.7,1194
2013,OH,Ohio,smoking,23.4,22.2,24.5,2371
2013,OK,Oklahoma,smoking,23.7,22.4,25.0,1567
2013,OR,Oregon,smoking,17.3,15.9,18.7,800
2013,PA,Pennsylvania,smoking,21.0,19.9,22.0,2003
2013,PR,Puerto Rico,smoking,10.8,9.7,11.9,502
2013,RI,Rhode Island,smoking,17.4,16.1,18.8,909
2013,SC,South Carolina,smoking,22.0,20.8,23.2,1794
2013,SD,South Dakota,smoking,19.6,18.0,21.1,1207
2013,TN,Tennessee,smoking,24.3,22.6,26.0,1175
2013,TX,Texas,smoking,15.9,14.8,17.0,1465
2013,US,"All States, DC and Territories (median) **",smoking,19.0,,,53
2013,UT,Utah,smoking,10.3,9.6,11.1,1102
2013,UW,All States and DC (median) **,smoking,19.0,,,51
2013,VA,Virginia,smoking,19.0,17.9,20.2,1393
2013,VT,Vermont,smoking,16.6,15.3,17.9,879
2013,WA,Washington,smoking,16.1,15.1,17.1,1427
2013,WI,Wisconsin,smoking,18.7,17.1,20.2,1066
2013,WV,West Virginia,smoking,27.3,25.9,28.7,1388
2013,WY,Wyoming,smoking,20.6,19.1,22.2,973
2014,AK,Alaska,smoking,19.9,18.2,21.6,749
2014,AL,Alabama,smoking,21.1,19.8,22.5,1490
2014,AR,Arkansas,smoking,24.7,22.7,26.7,917
2014,AZ,Arizona,smoking,16.5,15.4,17.6,1811
2014,CA,California,smoking,12.9,11.9,13.8,962
2014,CO,Colorado,smoking,15.7,14.8,16.6,1586
2014,CT,Connecticut,smoking,15.4,14.2,16.7,897
2014,DC,District of Columbia,smoking,16.4,14.2,18.6,484
2014,DE,Delaware,smoking,19.9,17.9,21.8,655
2014,FL,Florida,smoking,17.7,16.5,18.8,1271
2014,GA,Georgia,smoking,17.4,15.9,18.8,843
2014,GU,Guam,smoking,29.3,26.5,32.0,569
2014,HI,Hawaii,smoking,14.1,13.0,15.3,925
2014,IA,Iowa,smoking,18.5,17.3,19.7,1165
2014,ID,Idaho,smoking,15.9,14.4,17.4,753
2014,IL,Illinois,smoking,16.5,15.1,18.0,651
2014,IN,Indiana,smoking,22.9,21.8,24.1,1930
2014,KS,Kansas,smoking,18.1,17.2,18.9,2036
2014,KY,Kentucky,smoking,26.2,24.7,27.7,2278
2014,LA,Louisiana,smoking,24.0,22.6,25.4,1319
2014,MA,Massachusetts,smoking,14.7,13.7,15.7,1912
2014,MD,Maryland,smoking,14.6,13.4,15.9,1425
2014,ME,Maine,smoking,19.3,18.1,20.5,1322
2014,MI,Michigan,smoking,21.2,20.0,22.5,1295
2014,MN,Minnesota,smoking,16.3,15.6,17.0,2311
2014,MO,Missouri,smoking,20.6,19.2,22.1,1220
2014,MS,Mississippi,smoking,23.0,21.0,24.9,704
2014,MT,Montana,smoking,19.9,18.5,21.4,1211
2014,NC,North Carolina,smoking,19.1,17.9,20.3,1165
2014,ND,North Dakota,smoking,19.9,18.4,21.5,1163
2014,NE,Nebraska,smoking,17.3,16.5,18.2,3249
2014,NH,New Hampshire,smoking,17.5,16.0,19.0,852
2014,NJ,New Jersey,smoking,15.1,14.1,16.1,1678
2014,NM,New Mexico,smoking,19.2,17.7,20.6,1322
2014,NV,Nevada,smoking,17.0,15.0,19.0,563
2014,NY,New York,smoking,14.4,13.3,15.5,835
2014,OH,Ohio,smoking,21.0,19.7,22.3,1834
2014,OK,Oklahoma,smoking,21.1,19.9,22.3,1427
2014,OR,Oregon,smoking,17.0,15.5,18.4,667
2014,PA,Pennsylvania,smoking,19.9,18.8,21.1,1809
2014,PR,Puerto Rico,smoking,11.3,10.2,12.4,538
2014,RI,Rhode Island,smoking,16.3,14.8,17.7,822
2014,SC,South Carolina,smoking,21.5,20.4,22.7,1829
2014,SD,South Dakota,smoking,18.6,16.9,20.2,1170
2014,TN,Tennessee,smoking,24.2,22.3,26.1,969
2014,TX,Texas,smoking,14.5,13.6,15.5,1848
2014,US,"All States, DC and Territories (median) **",smoking,18.1,,,53
2014,UT,Utah,smoking,9.7,9.0,10.3,1213
2014,UW,All States and DC (median) **,smoking,18.1,,,51
2014,VA,Virginia,smoking,19.5,18.4,20.7,1457
2014,VT,Vermont,smoking,16.4,15.2,17.6,867
2014,WA,Washington,smoking,15.3,14.3,16.4,1141
2014,WI,Wisconsin,smoking,17.4,16.0,18.7,1013
2014,WV,West Virginia,smoking,26.7,25.2,28.1,1367
2014,WY,Wyoming,smoking,19.5,17.6,21.4,875
2015,AK,Alaska,smoking,19.1,17.0,21.2,639
2015,AL,Alabama,smoking,21.4,20.0,22.8,1393
2015,AR,Arkansas,smoking,24.9,22.6,27.2,846
2015,AZ,Arizona,smoking,14.0,12.8,15.3,889
2015,CA,California,smoking,11.7,10.9,12.4,1295
2015,CO,Colorado,smoking,15.6,14.6,16.7,1673
2015,CT,Connecticut,smoking,13.5,12.5,14.4,1309
2015,DC,District of Columbia,smoking,16.0,13.5,18.4,488
2015,DE,Delaware,smoking,17.4,15.6,19.1,612
2015,FL,Florida,smoking,15.8,14.7,16.9,1218
2015,GA,Georgia,smoking,17.7,16.1,19.3,663
2015,GU,Guam,smoking,27.4,23.9,30.9,358
2015,HI,Hawaii,smoking,14.1,12.8,15.3,857
2015,IA,Iowa,smoking,18.1,16.6,19.5,867
2015,ID,Idaho,smoking,13.8,12.5,15.2,707
2015,IL,Illinois,smoking,15.1,13.8,16.5,677
2015,IN,Indiana,smoking,20.6,18.9,22.2,917
2015,KS,Kansas,smoking,17.7,17.0,18.4,3343
2015,KY,Kentucky,smoking,26.0,24.3,27.6,1793
2015,LA,Louisiana,smoking,21.9,20.2,23.6,799
2015,MA,Massachusetts,smoking,14.0,13.0,15.0,1221
2015,MD,Maryland,smoking,15.1,13.6,16.6,1396
2015,ME,Maine,smoking,19.5,18.1,20.8,1303
2015,MI,Michigan,smoking,20.7,19.5,21.9,1460
2015,MN,Minnesota,smoking,16.2,15.4,17.0,2293
2015,MO,Missouri,smoking,22.3,20.8,23.8,1349
2015,MS,Mississippi,smoking,22.6,20.9,24.2,998
2015,MT,Montana,smoking,18.9,17.3,20.5,934
2015,NC,North Carolina,smoking,19.0,17.8,20.2,1088
2015,ND,North Dakota,smoking,18.7,17.1,20.3,725
2015,NE,Nebraska,smoking,17.1,16.2,18.0,2484
2015,NH,New Hampshire,smoking,15.9,14.6,17.2,873
2015,NJ,New Jersey,smoking,13.5,12.5,14.6,1448
2015,NM,New Mexico,smoking,17.5,16.0,19.1,956
2015,NV,Nevada,smoking,17.6,15.2,19.9,446
2015,NY,New York,smoking,15.2,14.3,16.1,1574
2015,OH,Ohio,smoking,21.6,20.2,23.0,1929
2015,OK,Oklahoma,smoking,22.2,20.6,23.7,1148
2015,OR,Oregon,smoking,17.1,15.7,18.5,716
2015,PA,Pennsylvania,smoking,18.1,16.7,19.5,908
2015,PR,Puerto Rico,smoking,10.8,9.6,11.9,462
2015,RI,Rhode Island,smoking,15.5,14.0,17.0,778
2015,SC,South Carolina,smoking,19.7,18.5,20.8,1791
2015,SD,South Dakota,smoking,20.1,18.3,21.9,1114
2015,TN,Tennessee,smoking,21.9,20.2,23.6,1105
2015,TX,Texas,smoking,15.2,14.1,16.4,1817
2015,US,"All States, DC and Territories (median) **",smoking,17.5,,,53
2015,UT,Utah,smoking,9.1,8.4,9.8,885
2015,UW,All States and DC (median) **,smoking,17.5,,,51
2015,VA,Virginia,smoking,16.5,15.4,17.7,1247
2015,VT,Vermont,smoking,16.0,14.7,17.2,890
2015,WA,Washington,smoking,15.0,14.1,15.8,1843
2015,WI,Wisconsin,smoking,17.3,15.9,18.8,948
2015,WV,West Virginia,smoking,25.7,24.3,27.1,1336
2015,WY,Wyoming,smoking,19.1,17.3,20.9,773
2016,AK,Alaska,smoking,19.0,16.8,21.3,523
2016,AL,Alabama,smoking,21.5,20.2,22.9,1260
2016,AR,Arkansas,smoking,23.6,21.3,25.8,854
2016,AZ,Arizona,smoking,14.7,13.5,15.9,1310
2016,CA,California,smoking,11.0,10.2,11.7,1139
2016,CO,Colorado,smoking,15.6,14.7,16.4,1743
2016,CT,Connecticut,smoking,13.4,12.4,14.3,1150
2016,DC,District of Columbia,smoking,14.7,13.2,16.1,561
2016,DE,Delaware,smoking,17.7,16.0,19.4,646
2016,FL,Florida,smoking,15.5,14.7,16.3,5475
2016,GA,Georgia,smoking,17.9,16.5,19.3,810
2016,GU,Guam,smoking,25.1,21.6,28.6,299
2016,HI,Hawaii,smoking,13.0,12.0,14.2,934
2016,IA,Iowa,smoking,16.7,15.5,18.0,951
2016,ID,Idaho,smoking,14.5,13.0,16.0,627
2016,IL,Illinois,smoking,15.8,14.4,17.2,623
2016,IN,Indiana,smoking,21.1,20.0,22.3,1822
2016,KS,Kansas,smoking,17.2,16.3,18.1,1743
2016,KY,Kentucky,smoking,24.5,23.1,25.8,2019
2016,LA,Louisiana,smoking,22.8,20.8,24.8,883
2016,MA,Massachusetts,smoking,13.6,12.6,14.7,1048
2016,MD,Maryland,smoking,13.7,12.8,14.5,2131
2016,ME,Maine,smoking,19.8,18.4,21.1,1527
2016,MI,Michigan,smoking,20.4,19.4,21.4,1979
2016,MN,Minnesota,smoking,15.2,14.5,15.9,2214
2016,MO,Missouri,smoking,22.1,20.5,23.8,1285
2016,MS,Mississippi,smoking,22.7,21.0,24.4,904
2016,MT,Montana,smoking,18.5,17.0,20.0,951
2016,NC,North Carolina,smoking,17.9,16.7,19.1,1078
2016,ND,North Dakota,smoking,19.8,18.3,21.2,838
2016,NE,Nebraska,smoking,17.0,16.0,18.0,2191
2016,NH,New Hampshire,smoking,18.0,16.4,19.6,842
2016,NJ,New Jersey,smoking,14.0,12.6,15.3,977
2016,NM,New Mexico,smoking,16.6,15.1,18.2,838
2016,NV,Nevada,smoking,16.5,14.8,18.1,641
2016,NY,New York,smoking,14.2,13.4,14.9,5228
2016,OH,Ohio,smoking,22.5,21.3,23.8,2169
2016,OK,Oklahoma,smoking,19.6,18.2,21.0,1010
2016,OR,Oregon,smoking,16.2,14.9,17.5,717
2016,PA,Pennsylvania,smoking,18.0,16.7,19.2,1045
2016,PR,Puerto Rico,smoking,10.6,9.4,11.8,495
2016,RI,Rhode Island,smoking,14.4,13.0,15.8,730
2016,SC,South Carolina,smoking,20.0,18.8,21.2,1703
2016,SD,South Dakota,smoking,18.1,16.2,20.0,861
2016,TN,Tennessee,smoking,22.1,20.5,23.7,1178
2016,TX,Texas,smoking,14.3,13.1,15.5,1459
2016,US,"All States, DC and Territories (median) **",smoking,17.0,,,54
2016,UT,Utah,smoking,8.8,8.0,9.6,807
2016,UW,All States and DC (median) **,smoking,17.1,,,51
2016,VA,Virginia,smoking,15.3,14.3,16.3,1262
2016,VI,Virgin Islands,smoking,6.6,4.2,9.1,68
2016,VT,Vermont,smoking,17.0,15.6,18.4,906
2016,WA,Washington,smoking,14.0,13.2,14.8,1603
2016,WI,Wisconsin,smoking,17.1,15.6,18.6,738
2016,WV,West Virginia,smoking,24.8,23.6,26.1,1523
2016,WY,Wyoming,smoking,19.0,17.0,20.9,624
2017,AK,Alaska,smoking,21.0,18.3,23.7,539
2017,AL,Alabama,smoking,20.9,19.5,22.4,1143
2017,AR,Arkansas,smoking,22.3,20.0,24.5,809
2017,AZ,Arizona,smoking,15.6,14.8,16.4,1977
2017,CA,California,smoking,11.3,10.4,12.3,954
2017,CO,Colorado,smoking,14.6,13.7,15.6,1113
2017,CT,Connecticut,smoking,12.7,11.7,13.7,1064
2017,DC,District of Columbia,smoking,14.4,12.9,15.8,558
2017,DE,Delaware,smoking,17.0,15.3,18.7,594
2017,FL,Florida,smoking,16.1,14.9,17.3,3753
2017,GA,Georgia,smoking,17.4,16.1,18.8,853
2017,GU,Guam,smoking,26.4,23.2,29.5,326
2017,HI,Hawaii,smoking,12.8,11.7,13.9,890
2017,IA,Iowa,smoking,17.1,16.0,18.1,1131
2017,ID,Idaho,smoking,14.4,12.9,15.8,575
2017,IL,Illinois,smoking,15.5,14.2,16.8,693
2017,IN,Indiana,smoking,21.8,20.8,22.8,2311
2017,KS,Kansas,smoking,17.4,16.7,18.1,3145
2017,KY,Kentucky,smoking,24.6,23.0,26.2,1749
2017,LA,Louisiana,smoking,23.0,21.4,24.7,904
2017,MA,Massachusetts,smoking,13.7,12.3,15.0,767
2017,MD,Maryland,smoking,13.8,12.8,14.8,1515
2017,ME,Maine,smoking,17.3,16.0,18.6,1351
2017,MI,Michigan,smoking,19.3,18.3,20.3,1652
2017,MN,Minnesota,smoking,14.5,13.8,15.2,2220
2017,MO,Missouri,smoking,20.8,19.4,22.1,1312
2017,MS,Mississippi,smoking,22.2,20.4,24.0,835
2017,MT,Montana,smoking,17.2,15.8,18.6,953
2017,NC,North Carolina,smoking,17.2,15.7,18.7,765
2017,ND,North Dakota,smoking,18.3,17.0,19.6,1047
2017,NE,Nebraska,smoking,15.4,14.4,16.3,2056
2017,NH,New Hampshire,smoking,15.7,14.1,17.3,708
2017,NJ,New Jersey,smoking,13.7,12.6,14.9,1414
2017,NM,New Mexico,smoking,17.5,16.1,18.9,982
2017,NV,Nevada,smoking,17.6,15.6,19.6,566
2017,NY,New York,smoking,14.1,13.2,15.0,1572
2017,OH,Ohio,smoking,21.1,20.0,22.3,2071
2017,OK,Oklahoma,smoking,20.2,18.8,21.5,1008
2017,OR,Oregon,smoking,16.1,14.8,17.3,721
2017,PA,Pennsylvania,smoking,18.8,17.5,20.0,1109
2017,PR,Puerto Rico,smoking,11.3,9.9,12.7,410
2017,RI,Rhode Island,smoking,15.0,13.4,16.5,682
2017,SC,South Carolina,smoking,18.8,17.7,19.9,1620
2017,SD,South Dakota,smoking,19.3,17.3,21.2,1216
2017,TN,Tennessee,smoking,22.6,21.0,24.3,1173
2017,TX,Texas,smoking,15.7,14.3,17.2,1497
2017,US,"All States, DC and Territories (median) **",smoking,17.1,,,53
2017,UT,Utah,smoking,8.9,8.1,9.6,816
2017,UW,All States and DC (median) **,smoking,17.1,,,51
2017,VA,Virginia,smoking,16.4,15.3,17.5,1336
2017,VT,Vermont,smoking,15.8,14.5,17.1,839
2017,WA,Washington,smoking,13.5,12.7,14.3,1501
2017,WI,Wisconsin,smoking,16.0,14.7,17.4,834
2017,WV,West Virginia,smoking,26.0,24.5,27.5,1184
2017,WY,Wyoming,smoking,18.7,17.2,20.3,653
2018,AK,Alaska,smoking,19.1,16.9,21.2,464
2018,AL,Alabama,smoking,19.2,17.8,20.5,1067
2018,AR,Arkansas,smoking,22.7,21.0,24.5,877
2018,AZ,Arizona,smoking,14.0,12.7,15.3,1057
2018,CA,California,smoking,11.2,10.5,12.0,1214
2018,CO,Colorado,smoking,14.5,13.5,15.4,1050
2018,CT,Connecticut,smoking,12.2,11.2,13.1,1089
2018,DC,District of Columbia,smoking,13.8,12.3,15.3,504
2018,DE,Delaware,smoking,16.5,15.1,18.0,768
2018,FL,Florida,smoking,14.5,13.3,15.6,2480
2018,GA,Georgia,smoking,16.1,15.1,17.1,1259
2018,GU,Guam,smoking,21.9,18.7,25.1,303
2018,HI,Hawaii,smoking,13.4,12.3,14.5,964
2018,IA,Iowa,smoking,16.6,15.7,17.5,1338
2018,ID,Idaho,smoking,14.7,13.1,16.4,463
2018,IL,Illinois,smoking,15.5,14.2,16.8,717
2018,IN,Indiana,smoking,21.1,19.8,22.4,1286
2018,KS,Kansas,smoking,17.2,16.2,18.2,1505
2018,KY,Kentucky,smoking,23.4,21.8,25.0,1649
2018,LA,Louisiana,smoking,20.5,19.0,22.1,941
2018,MA,Massachusetts,smoking,13.4,12.2,14.6,756
2018,MD,Maryland,smoking,12.6,11.8,13.4,1871
2018,ME,Maine,smoking,17.8,16.5,19.0,1538
2018,MI,Michigan,smoking,18.9,17.9,19.9,1662
2018,MN,Minnesota,smoking,15.1,14.4,15.8,2317
2018,MO,Missouri,smoking,19.4,17.9,20.9,1015
2018,MS,Mississippi,smoking,20.5,19.1,22.0,1076
2018,MT,Montana,smoking,18.0,16.5,19.5,861
2018,NC,North Carolina,smoking,17.4,16.0,18.9,756
2018,ND,North Dakota,smoking,19.1,17.6,20.7,799
2018,NE,Nebraska,smoking,16.0,15.0,16.9,1917
2018,NH,New Hampshire,smoking,15.6,14.1,17.1,679
2018,NJ,New Jersey,smoking,13.1,11.0,15.1,370
2018,NM,New Mexico,smoking,15.2,14.0,16.4,963
2018,NV,Nevada,smoking,15.7,13.9,17.5,484
2018,NY,New York,smoking,12.8,12.2,13.5,5269
2018,OH,Ohio,smoking,20.5,19.4,21.6,2313
2018,OK,Oklahoma,smoking,19.7,18.2,21.1,839
2018,OR,Oregon,smoking,15.6,14.4,16.8,834
2018,PA,Pennsylvania,smoking,17.0,15.8,18.3,954
2018,PR,Puerto Rico,smoking,10.0,8.8,11.2,431
2018,RI,Rhode Island,smoking,14.6,13.1,16.1,721
2018,SC,South Carolina,smoking,18.0,16.9,19.2,1502
2018,SD,South Dakota,smoking,19.0,17.1,20.8,1160
2018,TN,Tennessee,smoking,20.7,19.1,22.2,1002
2018,TX,Texas,smoking,14.4,12.9,15.8,1406
2018,US,"All States, DC and Territories (median) **",smoking,16.1,,,53
2018,UT,Utah,smoking,9.0,8.2,9.7,846
2018,UW,All States and DC (median) **,smoking,16.1,,,51
2018,VA,Virginia,smoking,15.0,14.0,15.9,1451
2018,VT,Vermont,smoking,13.7,12.4,14.9,772
2018,WA,Washington,smoking,12.0,11.2,12.9,1303
2018,WI,Wisconsin,smoking,16.4,14.9,17.8,741
2018,WV,West Virginia,smoking,25.2,23.6,26.9,1018
2018,WY,Wyoming,smoking,18.8,17.2,20.4,651
2019,AK,Alaska,smoking,17.4,15.1,19.6,464
2019,AL,Alabama,smoking,20.2,18.9,21.6,1158
2019,AR,Arkansas,smoking,20.2,18.5,21.9,825
2019,AZ,Arizona,smoking,14.9,13.5,16.3,1117
2019,CA,California,smoking,10.0,9.3,10.8,1102
2019,CO,Colorado,smoking,13.5,12.6,14.4,1024
2019,CT,Connecticut,smoking,12.1,11.0,13.1,892
2019,DC,District of Columbia,smoking,12.7,10.9,14.6,286
2019,DE,Delaware,smoking,15.9,14.2,17.6,528
2019,FL,Florida,smoking,14.8,13.7,15.9,2639
2019,GA,Georgia,smoking,16.3,15.0,17.7,1116
2019,GU,Guam,smoking,23.4,20.3,26.4,437
2019,HI,Hawaii,smoking,12.3,11.3,13.2,907
2019,IA,Iowa,smoking,16.4,15.5,17.3,1393
2019,ID,Idaho,smoking,15.3,13.8,16.9,726
2019,IL,Illinois,smoking,14.5,13.3,15.6,686
2019,IN,Indiana,smoking,19.2,18.0,20.3,1366
2019,KS,Kansas,smoking,16.2,15.2,17.1,1513
2019,KY,Kentucky,smoking,23.6,22.0,25.2,1577
2019,LA,Louisiana,smoking,21.9,20.2,23.5,856
2019,MA,Massachusetts,smoking,12.0,11.0,13.0,828
2019,MD,Maryland,smoking,12.7,11.9,13.5,1922
